,No.,Date,Media,News_title,Sentiment(MaxEntropy),positive_word(VADER),negative_word(VADER),Year,Month,Day,Vader_Score,Sentiment(VADER),Sentiment(SparkNLP),Score(SparkNLP)
979,107,19/8/2020 0:00, Digital News Asia,Exabytes launches Sama-Sama Digital to spur Bumiputera SMEs to digitalise,2,[],[],2020,August,19,0,2,1,1
980,108,19/8/2020 0:00, Digital News Asia,Exabytes launches Sama-Sama Digital to spur Bumiputera SMEs to digitalise,2,[],[],2020,August,19,0,2,1,1
981,109,19/8/2020 0:00, The Malay Mail Online,Statistics Dept: Labour productivity per person employed down 16pc in Q2 2020,2,[],[],2020,August,19,0,2,1,0.996561956
982,110,19/8/2020 0:00,Bernama,Labour productivity per person employed down 16 pct in Q2 2020 - DOSM,2,[],[],2020,August,19,0,2,1,0.53318334
983,111,18/8/2020 0:00,Wartawan Rasmi Laman Reformasi,"Revive the economy, the allocation should be higher - Anwar",2,[],[],2020,August,18,0.34,1,1,0.999993588
984,112,17/8/2020 0:00,The Rocket,Malaysia is headed for a severe economic recession unless Perikatan Nasional does this one thing,2,[],"['severe', -0.3818, 'recession', -0.4215]",2020,August,17,-0.66,0,1,0.999862719
985,113,17/8/2020 0:00,Minda Rakyat,"While Becoming Minister of Finance, Ask the People to Tie Up Their Stomachs, Be Independent (read stingy)",2,[],[],2020,August,17,0,2,0,-0.2154598
986,114,17/8/2020 0:00, The Malaysian Reserve,"Malaysia needs a post-Covid-19 stimulus package, says Lim",2,[],[],2020,August,17,0,2,1,0.999999511
987,115,16/8/2020 0:00,Malaysians Must Know The Truth,Another RM45b stimulus package needed to battle recession - Guan Eng,2,[],"['battle', -0.3818, 'recession', -0.4215]",2020,August,16,-0.66,0,1,0.998974131
988,116,16/8/2020 0:00,Malaysia Gazette,Sabah's GDP under Shafie plunged badly - Hajiji,2,[],[],2020,August,16,-0.477,0,0,-0.999998749
989,117,16/8/2020 0:00,Borneonews.Net,"Sabah's economy is sluggish, GDP 0.5 percent under the Warisan-Hajiji administration",2,[],[],2020,August,16,-0.402,0,1,0.905778512
990,118,16/8/2020 0:00,Malaysia Kini Bm,Another economic stimulus package of RM45b is needed - Guan Eng,2,[],[],2020,August,16,0,2,1,0.999999998
991,119,16/8/2020 0:00, Borneonews.Net,"Sabah's economy is sluggish, GDP 0.5 percent under the Warisan-Hajiji administration",2,[],[],2020,August,16,-0.402,0,1,0.905778512
992,120,16/8/2020 0:00, The Malay Mail Online,Ex-finance minister urges decisive Putrajaya intervention to stave off economic death spiral,2,"['decisive', 0.2263]","['death', -0.5994]",2020,August,16,-0.459,0,1,0.952492746
993,121,16/8/2020 0:00,Malaysia Gazette,The country needs another stimulus package to avoid economic recession - Guan Eng,2,[],[],2020,August,16,-0.612,0,0,-0.977030374
994,122,16/8/2020 0:00, News Yahoo Malaysia,Another RM45b stimulus package needed to battle recession - Guan Eng,2,[],"['battle', -0.3818, 'recession', -0.4215]",2020,August,16,-0.66,0,1,0.998974131
995,123,15/8/2020 0:00,The Malay Mail Online,"MTUC to Putrajaya: Stop painting rosy economic picture, time for reality check",2,[],"['Stop', -0.296]",2020,August,15,-0.296,0,0,-1
996,124,15/8/2020 0:00, Bharian,The rise of the Malaysian economy,2,[],[],2020,August,15,0,2,1,0.999981366
997,125,15/8/2020 0:00,News Yahoo Malaysia,"MTUC to Putrajaya: Stop painting rosy economic picture, time for reality check",2,[],"['Stop', -0.296]",2020,August,15,-0.296,0,0,-1
998,126,14/8/2020 0:00, Malaysians Must Know The Truth,GDP nosedives in Q2 due to economic pause in April,2,[],[],2020,August,14,0,2,1,0.999991575
999,127,14/8/2020 0:00,The Malaysian Reserve,"Malaysia's GDP falls 17.1% in 2Q20, lowest since 1998",2,[],"['lowest', -0.3818]",2020,August,14,-0.382,0,1,0.999958
1000,128,14/8/2020 0:00,Astro Awani,GDP shrank 17.1 percent in the second quarter of 2020,2,[],[],2020,August,14,0,2,1,0.897144296
1001,129,14/8/2020 0:00, Astro Awani,GDP -17.1 percent is not in line with the national unemployment rate - Economic analysts,2,[],[],2020,August,14,-0.44,0,0,-0.9999898
1002,130,14/8/2020 0:00, The Malaysian Reserve,Jobs in private sector down to 8.4m in 2Q,2,[],[],2020,August,14,0,2,0,-0.999999798
1003,131,13/8/2020 0:00,Bernama,Employment in the private sector declined to 8.4 million in the second quarter,2,[],[],2020,August,13,0,2,0,-0.999998353
1004,132,13/8/2020 0:00, Bharian,The number of jobs in the private sector decreased,2,[],[],2020,August,13,0.077,1,0,-0.999995206
1005,133,13/8/2020 0:00, Astro Awani,Second quarter growth is expected to be negative but shows a recovery,2,[],[],2020,August,13,-0.141,0,1,0.999999338
1006,134,12/8/2020 0:00,Selangor Journal,"Selangor recorded high GDP per capita, exceeds national level",2,[],[],2020,August,12,0,2,1,1
1007,135,12/8/2020 0:00,News Sabah Times,Mission to drive Sabah back on track: Musa,2,[],[],2020,August,12,0,2,1,1
1008,136,12/8/2020 0:00,Harakahdaily,The hard work of the Kelantan GDP surge officer,2,[],[],2020,August,12,-0.103,0,1,1
1009,137,11/8/2020 0:00,Sinarharian,"Sabah's steering mission is back on track, said Musa Aman",2,[],[],2020,August,11,0,2,1,1
1010,138,11/8/2020 0:00,Sabah Post,Sabah Steering Mission Back to the Right Track - Musa Aman,2,[],[],2020,August,11,0,2,1,1
1011,139,11/8/2020 0:00, Sabah Post,"Sabah Will Continue To Be Left Behind Under Shafie's Leadership, Said Musa",2,[],[],2020,August,11,0,2,1,1
1012,140,11/8/2020 0:00,Theedgemalaysia,"Steer Sabah back to right path, says Musa Aman | The Edge Markets",2,[],[],2020,August,11,0,2,1,1
1013,141,11/8/2020 0:00, Bernama,Sabah steering mission back on track - Musa Aman,2,[],[],2020,August,11,0,2,1,1
1014,142,11/8/2020 0:00,Borneonews.Net,Driving Sabah back to the right track,2,[],[],2020,August,11,0,2,1,0.999999829
1015,143,11/8/2020 0:00, Sinarharian,Unite to free Sabah from economic oppression: Musa,2,[],[],2020,August,11,0.511,1,1,0.999999821
1016,144,11/8/2020 0:00,Freemalaysiatoday,"Sabah will continue to fall behind under Shafie's leadership, said Musa",2,[],[],2020,August,11,0,2,1,1
1017,145,11/8/2020 0:00,Borneonews.Net,Driving Sabah back to the right track,2,[],[],2020,August,11,0,2,1,0.999999829
1018,146,11/8/2020 0:00,Theedgemalaysia,How steep will Malaysia's 2Q20 GDP contraction be,2,[],[],2020,August,11,0,2,1,0.999999795
1019,147,10/8/2020 0:00,The Malay Mail Online,"Various measures taken for state GDP growth amid pandemic situation, says Melaka CM",2,"['growth', 0.3818]",[],2020,August,10,0.382,1,1,0.999031512
1020,148,10/8/2020 0:00,Bernama,Various measures taken for state GDP growth amidst pandemic situation - Melaka CM,2,"['growth', 0.3818]",[],2020,August,10,0.382,1,1,0.999998841
1021,149,10/8/2020 0:00,Bernama,Attract local and foreign investors to ensure GDP is increased - KM Melaka,2,[],[],2020,August,10,0.735,1,1,0.999999981
1022,150,10/8/2020 0:00, New Strait Times,We already have agencies to help people in need,2,"['help', 0.4019]",[],2020,August,10,0.402,1,1,0.999996453
1023,151,10/8/2020 0:00,The Malaysian Reserve,Covid-19 pushes more Malaysians into poverty,2,[],"['poverty', -0.5106]",2020,August,10,-0.552,0,0,-0.999999995
1024,152,8/8/2020 0:00,The Star,Finance Minister: Decrease in country's GDP for second quarter of 2020 predicted,2,[],[],2020,August,8,0,2,1,0.999402933
1025,153,8/8/2020 0:00,Utusan,Economic stimulus has an impact,2,[],[],2020,August,8,0,2,1,1
1026,154,7/8/2020 0:00,Johor Kini,Seven states recorded higher GDP growth than the national level in 2019,2,[],[],2020,August,7,0.382,1,1,0.999998992
1027,155,6/8/2020 0:00,Borneo Today,Seven states including Labuan recorded higher GDP growth than the national level in 2019,2,[],[],2020,August,6,0.382,1,1,0.999999752
1028,156,6/8/2020 0:00,Borneo Today,"Seven states, including Labuan posted higher GDP growth than national level in 2019",2,"['growth', 0.3818]",[],2020,August,6,0.382,1,1,0.999999281
1029,157,6/8/2020 0:00,Sinarharian,7 states recorded GDP growth higher than the national level,2,[],[],2020,August,6,0.382,1,1,0.999998807
1030,158,6/8/2020 0:00,New Strait Times,Malaysia's key economic sectors gradually recover,2,[],[],2020,August,6,0,2,1,1
1031,159,6/8/2020 0:00, Bernama,Seven states recorded higher GDP growth than the national level in 2019,2,[],[],2020,August,6,0.382,1,1,0.999998992
1032,160,6/8/2020 0:00,Bernama,Seven states posted higher GDP growth than national level in 2019,2,"['growth', 0.3818]",[],2020,August,6,0.382,1,1,0.99999719
1033,161,5/8/2020 0:00,Thesundaily,Is construction sector only for foreign workers?,2,[],[],2020,August,5,0,2,1,0.999996931
1034,162,4/8/2020 0:00, Sabah Post,"Stop Blaming Others, Just Acknowledge Inherited Weaknesses, Says Former KM Sabah",2,[],[],2020,August,4,-0.784,0,0,-1
1035,163,4/8/2020 0:00,Freemalaysiatoday,"Stop blaming others, just admit Warisan's weaknesses, said the former Sabah KM",2,[],[],2020,August,4,-0.727,0,0,-0.999999997
1036,164,3/8/2020 0:00,Theedgemalaysia,"The Week Ahead: Eyes on trials of Najib and Rosmah, China trade data | The Edge Markets",2,[],[],2020,August,3,0,2,1,1
1037,165,3/8/2020 0:00, Mymetro,Build a stable and solid career in the new norm,2,[],[],2020,August,3,0.421,1,1,1
1038,166,30/7/2020 0:00, Bernama,"Moratorium: ""Cleaner slate"" for banks to move forward",2,"['Cleaner', 0.1779]",[],2020,July,30,0.178,1,1,0.999999504
1039,167,30/7/2020 0:00, Bernama,The moratorium puts banks in a 'better position' to move forward,2,[],[],2020,July,30,0.44,1,1,0.999999947
1040,168,30/7/2020 0:00, Utusan,Bank please make it easy,2,[],[],2020,July,30,0.637,1,1,0.999897927
1041,169,29/7/2020 0:00,Bernama,The contribution of SMEs to Malaysia's GDP increased to 38.9 percent in 2019,2,[],[],2020,July,29,0.273,1,1,0.999999825
1042,170,29/7/2020 0:00,Bernama,SMEs' contribution to GDP rises to 38.9 pct in 2019 -- DOSM,2,[],[],2020,July,29,0,2,1,1
1043,171,28/7/2020 0:00,Theedgemalaysia,"Malaysia's June exports rise 8.8%, surpass expectations and point to encouraging economic rebound | The Edge Markets",2,"['encouraging', 0.5267]",[],2020,July,28,0.527,1,1,1
1044,172,27/7/2020 0:00, Theedgemalaysia,"The Week Ahead: Verdict on Najib's SRC case, FOMC meeting, 2Q GDP in focus",2,"['Verdict', 0.1531]",[],2020,July,27,0.153,1,1,0.999698464
1045,173,27/7/2020 0:00,The Malaysian Reserve,Domestic food production should be a priority,2,[],[],2020,July,27,0,2,1,0.99769074
1046,174,21/7/2020 0:00,Bharian,Malaysia recorded lower domestic investment in 2019,2,[],[],2020,July,21,-0.296,0,1,0.999999992
1047,175,20/7/2020 0:00,Newsmalaysiamsn,"Data shows Perikatan govt's initiatives reducing unemployment during RMCO, says HR minister",2,[],"['unemployment', -0.4404]",2020,July,20,-0.44,0,0,-0.999993312
1048,176,20/7/2020 0:00,The Malay Mail Online,"Data shows Perikatan govt's initiatives reducing unemployment during RMCO, says HR minister",2,[],"['unemployment', -0.4404]",2020,July,20,-0.44,0,0,-0.999993312
1049,177,14/7/2020 0:00, Utusan Borneo,Need to review,2,[],[],2020,July,14,0,2,0,-0.999356704
1050,178,6/7/2020 0:00,Freemalaysiatoday,The changing face of e-commerce,2,[],[],2020,July,6,0,2,1,1
1051,179,5/7/2020 0:00, Malaysia Chronicle,"MAHATHIR - PURE RACISM, BLACK-HEARTEDNESS?: IS IT A SIN TO BE RICH? OR ONLY FOR THE CHINESE? WHAT ABOUT YOUR BILLIONAIRE CRONIES LIKE DAIM AND YOUR BILLIONAIRE SONS?",2,"['RICH', 0.5574, 'LIKE', 0.3612]","['RACISM', -0.6249, 'SIN', -0.5574]",2020,July,5,-0.551,0,0,-1
1052,180,25/6/2020 0:00,Money Compass,IMF revises Malaysia 2020 GDP forecast from 1.7% to 3.8% contraction,2,[],[],2020,June,25,0,2,1,0.999911627
1053,181,25/6/2020 0:00,Theedgemalaysia,IMF revises Malaysian 2020 GDP contraction to 3.8% from 1.7,2,[],[],2020,June,25,0,2,1,0.999900114
1054,182,23/6/2020 0:00,Sinarharian,The change of government affects Terengganu's GDP,2,[],[],2020,June,23,0,2,1,0.999999741
1055,183,12/6/2020 0:00, Bernama,"Industrial production to make a comeback in near term, says Kenanga",2,[],[],2020,June,12,0,2,1,0.99999454
1056,184,12/6/2020 0:00,The Malay Mail Online,Kenanga: Industrial production to make a comeback in near term,2,[],[],2020,June,12,0,2,1,0.999997341
1057,185,10/6/2020 0:00,Dailyexpress,Prihatin to be implemented concurrently with Penjana,2,[],[],2020,June,10,0,2,1,0.99999984
1058,186,10/6/2020 0:00,Money Compass,Various PRIHATIN measures to be implemented concurrently with PENJANA,2,[],[],2020,June,10,0,2,1,1
1059,187,9/6/2020 0:00,Malaysia News,Finance minister: Various Prihatin measures to be implemented concurrently with Penjana,2,[],[],2020,June,9,0,2,1,1
1060,188,9/6/2020 0:00,Theedgemalaysia,"Various Prihatin measures to be implemented concurrently with Penjana, says Tengku Zafrul",2,[],[],2020,June,9,0,2,1,0.999999999
1061,189,9/6/2020 0:00,The Malay Mail Online,Finance minister: Various Prihatin measures to be implemented concurrently with Penjana,2,[],[],2020,June,9,0,2,1,1
1062,190,9/6/2020 0:00, Astro Awani,Various Prihatin measures to be implemented concurrently with PENJANA - Tengku Zafrul,2,[],[],2020,June,9,0,2,1,1
1063,191,9/6/2020 0:00,Malaysians Must Know The Truth,Putting the economy on a strong footing,2,"['strong', 0.5106]",[],2020,June,9,0.511,1,1,0.998410818
1064,192,9/6/2020 0:00,Bernama,Various PRIHATIN measures to be implemented concurrently with PENJANA - Tengku Zafrul,2,[],[],2020,June,9,0,2,1,1
1065,193,6/6/2020 0:00,Bharian,The RM9 billion fund breathes new life into the employment sector,2,[],[],2020,June,6,0,2,1,1
1066,194,6/6/2020 0:00, Dailyexpress,Service exports record all-time high of RM169.8b,2,[],[],2020,June,6,0,2,1,1
1067,195,6/6/2020 0:00,Dailyexpress,Services exports record all-time high of rm169.8b,2,[],[],2020,June,6,0,2,1,1
1068,196,5/6/2020 0:00,Bernama,"Malaysia's service exports reach highest level, record RM169.8 billion in 2019 - Department of Statistics",2,[],[],2020,June,5,0.026,1,1,1
1069,197,5/6/2020 0:00, Astro Awani,Malaysias 2019 services exports record all-time high of RM169.8 billlion,2,[],[],2020,June,5,0,2,1,1
1070,198,5/6/2020 0:00,Selangor Journal,Malaysia's 2019 services exports record all-time high of RM169.8bil,2,[],[],2020,June,5,0,2,1,1
1071,199,5/6/2020 0:00, Landskap Siasah,Spying on Malaysia's Economy After PKP-PKPB,2,[],[],2020,June,5,0,2,1,1
1072,200,5/6/2020 0:00,Bernama,"Malaysia's service exports reach highest level, record RM169.8 billion in 2019 - Department of Statistics",2,[],[],2020,June,5,0.026,1,1,1
1073,201,30/5/2020 0:00, Mymetro,Who wins?,2,[],[],2020,May,30,0.572,1,1,0.999998638
1074,202,29/5/2020 0:00, Harakahdaily,Urgent repatriation of PATI,2,[],[],2020,May,29,0.202,1,0,-0.989601176
1075,203,29/5/2020 0:00, Thesundaily,Look beyond the numbers for the real human stories,2,[],[],2020,May,29,0,2,1,1
1076,204,28/5/2020 0:00,Theedgemalaysia,Cover Story: Tourism in tatters,2,[],[],2020,May,28,0,2,1,0.980420159
1077,205,24/5/2020 0:00, Dailyexpress,New Norm May Be Permanent: Tengku Zafrul,2,[],[],2020,May,24,0,2,1,1
1078,206,24/5/2020 0:00, The Star Malaysia,Zafrul: New Normal May Be Permanent Normal,2,[],[],2020,May,24,0,2,1,0.999999957
1079,207,23/5/2020 0:00,Malaysians Must Know The Truth,Finance Minister: New Normal May Be Permanent Normal,2,[],[],2020,May,23,0,2,1,0.996845698
1080,208,23/5/2020 0:00, Malaysia News,Covid–19: Finance Minister Says New Normal May Be Permanent,2,[],[],2020,May,23,0,2,1,0.92267678
1081,209,23/5/2020 0:00,New Strait Times,"New Normal May Be Permanent, Says Tengku Zafrul",2,[],[],2020,May,23,0,2,1,0.999999974
1082,210,23/5/2020 0:00,Malaysia News,Finance Minister: New normal may be permanent normal,2,[],[],2020,May,23,0,2,1,0.996845698
1083,211,23/5/2020 0:00, Focus Malaysia,Finance Minister: New Normal May Be The Permanent Normal,2,[],[],2020,May,23,0,2,1,0.997515616
1084,212,23/5/2020 0:00,Malaysia Today,Finance Minister: New Normal May Be Permanent Normal,2,[],[],2020,May,23,0,2,1,0.996845698
1085,213,23/5/2020 0:00, Theborneopost,Finance Minister: New Normal May Be Permanent Normal,2,[],[],2020,May,23,0,2,1,0.996845698
1086,214,23/5/2020 0:00, The Star Malaysia,Malaysian Finance Minister: New Normal May Be Permanent Normal,2,[],[],2020,May,23,0,2,1,0.81341082
1087,215,23/5/2020 0:00, Thesundaily,Finance Minister: New normal may be permanent normal,2,[],[],2020,May,23,0,2,1,0.996845698
1088,216,23/5/2020 0:00, Bernama,Finance Minister: New Normal May Be Permanent Normal,2,[],[],2020,May,23,0,2,1,0.996845698
1089,217,23/5/2020 0:00, The Malay Mail Online,Covid–19: Finance Minister Says New Normal May Be Permanent,2,[],[],2020,May,23,0,2,1,0.92267678
1090,218,23/5/2020 0:00, Theedgemalaysia,"New Normal May Be Permanent Normal, Says Finance Minister | The Edge Markets",2,[],[],2020,May,23,0,2,1,0.999979973
1091,219,23/5/2020 0:00,Thesundaily,Finance Minister: New Normal May Be Permanent Normal,2,[],[],2020,May,23,0,2,1,0.996845698
1092,220,23/5/2020 0:00, Astro Awani,Finance Minister: New Normal May Be Permanent Normal,2,[],[],2020,May,23,0,2,1,0.996845698
1093,221,23/5/2020 0:00,Tech Central,Malaysian Finance Minister: New normal may be permanent normal,2,[],[],2020,May,23,0,2,1,0.81341082
1094,222,19/5/2020 0:00,Thesundaily,No place for cheap labour in the new normal,2,[],"['No', -0.296]",2020,May,19,-0.296,0,0,-0.998807021
1095,223,19/5/2020 0:00, Thesundaily,No Place For Cheap Labour In The New Normal,2,[],"['No', -0.296]",2020,May,19,-0.296,0,0,-0.998807021
1096,224,13/5/2020 0:00,Bernama,"Dosm Preparing New, Latest Statistics On More Detailed Level",2,[],[],2020,May,13,0,2,1,1
1097,225,13/5/2020 0:00,Thesundaily,Q1 Gdp Lowest Since Q3’09: Dosm,2,[],"['Lowest', -0.3818]",2020,May,13,-0.382,0,1,0.999593606
1098,226,13/5/2020 0:00,Thesundaily,Q1 GDP lowest since Q3'09: DoSM,2,[],"['lowest', -0.3818]",2020,May,13,-0.382,0,1,0.999593606
1099,227,13/5/2020 0:00,Bernama,"DOSM preparing new, latest statistics on more detailed level",2,[],[],2020,May,13,0,2,1,1
1100,228,11/5/2020 0:00,Wartawan Rasmi Laman Reformasi,"A Million Will Lose Their Jobs, What Actions Will The Government Take?",2,[],[],2020,May,11,-0.402,0,0,-0.999999281
1101,229,11/5/2020 0:00, Suara Pakatan Daily,"A Million Will Lose Their Jobs, What Actions Will The Government Take?",2,[],[],2020,May,11,-0.402,0,0,-0.999999281
1102,230,8/5/2020 0:00, Focus Malaysia,Anwar Ibrahim Is Not Malaysia’s ‘saviour’,2,[],[],2020,May,8,0,2,1,0.997606971
1103,231,5/5/2020 0:00,Theedgemalaysia,Two Mil Sq Ft Of New Logistics And Warehousing Facilities Expected To Come Onstream By 2022 | The Edge Markets,2,[],[],2020,May,5,0,2,1,1
1104,232,3/5/2020 0:00, Bernama,A Need To Restart The Economy,2,[],[],2020,May,3,0,2,0,-0.999999829
1105,233,1/5/2020 0:00,The Malay Mail Online,"Statistics Dept To Gather Data On Informal, Other Sectors For Post–covid–19 Planning",2,[],[],2020,May,1,0,2,1,1
1106,234,1/5/2020 0:00,Bernama,"Statistics Dept To Gather Data On Informal, Other Sectors For Post–covid–19 Planning",2,[],[],2020,May,1,0,2,1,1
1107,235,27/4/2020 0:00, Astro Awani,What are the Job Opportunities for Malaysians Post Covid–19?,2,[],[],2020,April,27,0.382,1,1,0.999994552
1108,236,20/4/2020 0:00, The Star Malaysia,Huazong Lists 35–point Proposal For Govt To Consider During Covid–19 And Mco,2,[],[],2020,April,20,0,2,0,-0.999927006
1109,237,13/4/2020 0:00,Syedsoutsidethebox,Reproducing Some Comments By Readers,2,[],[],2020,April,13,0,2,0,-0.999861047
1110,238,13/4/2020 0:00,Newsmalaysiamsn,Will Economic Contraction Get Worse Than Bnm’s Forecast?,2,[],"['Worse', -0.4767]",2020,April,13,-0.477,0,0,-0.999852641
1111,239,13/4/2020 0:00,Newsmalaysiamsn,Will economic contraction get worse than BNM's forecast?,2,[],"['worse', -0.4767]",2020,April,13,-0.477,0,0,-0.999852641
1112,240,11/4/2020 0:00,The Star Malaysia,Household Spending Down,2,[],[],2020,April,11,0,2,0,-0.999999999
1113,241,9/4/2020 0:00,The Star Malaysia,Consumer Spending To Slowly Normalise Post–mco,2,[],[],2020,April,9,0,2,1,0.997361575
1114,242,7/4/2020 0:00,Sarawak Voice,"Package Announced Pm Exact Target, Comprehensive",2,[],[],2020,April,7,0.25,1,1,1
1115,243,5/4/2020 0:00, Astro Awani,Malaysia's Efforts in Dealing with the Covid-19 Pandemic,2,[],[],2020,April,5,0,2,1,0.999794705
1116,244,4/4/2020 0:00,Theedgemalaysia,Prihatin Package: What Do The Smes Really Want? | The Edge Markets,2,"['Want', 0.0772]",[],2020,April,4,0.151,1,1,1
1117,245,3/4/2020 0:00,Sinarharian,Why does the government need to help B40?,2,[],[],2020,April,3,0.402,1,0,-1
1118,246,3/4/2020 0:00, Sinarharian,Why Should the Government Help B40?,2,[],[],2020,April,3,0.402,1,0,-0.999999999
1119,247,27/3/2020 0:00, Freemalaysiatoday,"Should Govt, Employees And Employers Share Burden Equally During Covid–19?",2,"['Share', 0.296]","['Burden', -0.4404]",2020,March,27,-0.178,0,0,-0.886513102
1120,248,27/3/2020 0:00,Newsmalaysiamsn,"Should Govt, Employees And Employers Share Burden Equally During Covid–19?",2,"['Share', 0.296]","['Burden', -0.4404]",2020,March,27,-0.178,0,0,-0.886513102
1121,249,27/3/2020 0:00,Newsmalaysiamsn,"Should govt, employees and employers share burden equally during Covid-19?",2,"['share', 0.296]","['burden', -0.4404]",2020,March,27,-0.178,0,0,-0.886513102
1122,250,16/3/2020 0:00, Malaysia Gazette,Azlan Appointed Executive Director Mte,2,[],[],2020,March,16,0,2,1,1
1123,251,16/3/2020 0:00,The Malay Mail Online,"Eac Committee Members Announced, Includes The Edge’s Tong Kooi Ong, Sunway’s Jeffery Cheah, Westports Gnanalingam",2,[],[],2020,March,16,0,2,1,1
1124,252,17/2/2020 0:00,Theborneopost,Tourism Activities To Stay Subdued — Analysts,2,[],[],2020,February,17,0,2,1,0.999999983
1125,253,3/2/2020 0:00, New Strait Times,Digital Shifts In 2020,2,[],[],2020,February,3,0,2,1,1
1126,254,25/1/2020 0:00,Sarawak Voice,What is the Effect of Bank Negara Malaysia's Move to Lower the Overnight Policy Rate?,2,[],[],2020,January,25,-0.296,0,1,0.999969031
1127,255,15/1/2020 0:00,The Malaysian Reserve,Bank Muamalat Allocates Rm10m To Fund Smes,2,[],[],2020,January,15,0,2,1,0.999999998
1128,1,28/12/2020 0:00,Theedgemalaysia,"The State of the Nation: Inflation to make a comeback in 2021, but only mildly",0,[],[],2020,December,28,0,2,1,0.955045345
1129,2,12/12/2020 0:00,Dap Malaysia,An additional RM45 billion economic stimulus package is urgently needed for Budget 2021 following the unexpected rise in unemployment to 4.7% and contraction of Industrial Production Index by 0.5% in October 2020,0,[],"['unemployment', -0.4404]",2020,December,12,-0.44,0,1,0.903922226
1130,3,12/12/2020 0:00,Malaysians Must Know The Truth,RM45b stimulus needed after unemployment rise and lower production,0,[],"['unemployment', -0.4404, 'lower', -0.296]",2020,December,12,-0.625,0,0,-0.999679154
1131,4,11/12/2020 0:00,Theedgemalaysia,RHB Research expects some 'revenge spending' in domestic market,0,[],"[""'revenge"", -0.5267]",2020,December,11,-0.527,0,1,0.974173129
1132,5,8/12/2020 0:00,New Malaysia Times,A pandemic that paralyses the global economy,0,[],[],2020,December,8,0,2,1,0.990900818
1133,6,8/12/2020 0:00,Bernama,A pandemic that crippled the global economy,0,[],[],2020,December,8,0,2,1,0.999958826
1134,7,8/12/2020 0:00,Bernama,A pandemic that paralyses the global economy,0,[],[],2020,December,8,0,2,1,0.990900818
1135,8,5/12/2020 0:00,Theedgemalaysia,my Say: Extraordinary rebound disguises structural weakness,0,[],"['disguises', -0.25, 'weakness', -0.4215]",2020,December,5,-0.586,0,1,0.999999985
1136,9,22/11/2020 0:00,Focus Malaysia,Malaysia's creative industry largely untapped,0,"['creative', 0.4404]",[],2020,November,22,0.44,1,0,-0.6474961
1137,10,22/11/2020 0:00,New Malaysia Times,Malaysia's creative industry is largely untapped,0,"['creative', 0.4404]",[],2020,November,22,0.44,1,1,0.71684907
1138,11,22/11/2020 0:00,Thesundaily,Malaysia's creative economy is largely untapped,0,"['creative', 0.4404]",[],2020,November,22,0.44,1,1,0.999995739
1139,12,22/11/2020 0:00,Bernama,Malaysia's creative industry is largely untapped,0,"['creative', 0.4404]",[],2020,November,22,0.44,1,1,0.71684907
1140,13,16/11/2020 0:00,The Vibes,Letter - How Budget 2021 can address jobless youth in Sabah - Amanda Yeo,0,[],[],2020,November,16,0,2,0,-1
1141,14,16/11/2020 0:00,Mykmu,"A decline in fixed investment may hurt Malaysia, economists say",0,[],[],2020,November,16,-0.527,0,0,-0.90173581
1142,15,15/11/2020 0:00,The Malaysia Online,"A decline in fixed investment may hurt Malaysia, economists say",0,[],[],2020,November,15,-0.527,0,0,-0.90173581
1143,16,15/11/2020 0:00,Umnoonline,"Economic Growth Is Influenced by Long-Term Views, Political Stability",0,[],[],2020,November,15,0.382,1,1,1
1144,17,15/11/2020 0:00,Akhbar Rakyat,"A decline in fixed investment may hurt Malaysia, economists say",0,[],[],2020,November,15,-0.527,0,0,-0.90173581
1145,18,15/11/2020 0:00,Freemalaysiatoday,"A decline in fixed investment may hurt Malaysia, economists say",0,[],[],2020,November,15,-0.527,0,0,-0.90173581
1146,19,13/11/2020 0:00,The Malay Mail Online,"Warning against debt-fuelled economic growth, BNM says extending blanket loan moratorium not in country's best interest",0,"['growth', 0.3818, 'best', 0.6369, 'interest', 0.4588]","['Warning', -0.34]",2020,November,13,-0.043,0,1,0.22224537
1147,20,13/11/2020 0:00,Malaysians Must Know The Truth,Malaysia records negative growth for second consecutive quarter,0,"['growth', 0.3818]","['negative', -0.5719]",2020,November,13,-0.273,0,1,0.999997804
1148,21,13/11/2020 0:00,Focus Malaysia,DOSM: Malaysia's GDP dropped 2.7% in 3Q,0,[],[],2020,November,13,0,2,1,0.99904896
1149,22,13/11/2020 0:00,The Malay Mail Online,"Malaysia's economy recovers from record low GDP of -17.1pc in Q2 2020, to -2.7pc in Q3 2020",0,[],"['low', -0.2732]",2020,November,13,-0.273,0,1,0.999999547
1150,23,2/11/2020 0:00,Mymetro,CALCULATE A FRAGILE ECONOMIC SITUATION,0,[],[],2020,November,2,0,2,1,0.999763232
1151,24,1/11/2020 0:00,Bernama,The 2021 budget is expected to take into account the current fragile economic situation - Bank Islam,0,[],[],2020,November,1,0,2,0,-0.999849303
1152,25,21/10/2020 0:00,The Malay Mail Online,RHB Investment Bank maintains -1.0pc inflation rate forecast,0,[],[],2020,October,21,0,2,1,0.999999998
1153,26,21/10/2020 0:00,Bernama,RHB Investment Bank maintains -1.0 pct inflation rate forecast,0,[],[],2020,October,21,0,2,1,1
1154,27,14/10/2020 0:00,Bernama,UOB Bank expects unemployment rate to remain elevated,0,[],"['unemployment', -0.4404]",2020,October,14,-0.44,0,1,0.992999754
